N,City,State,Name,Address,Type,Food,Tourist Attraction,Museum,Park,Shopping,Entertainment,Accommodation,Government,Rating,Total Ratings,Status,Latitude,Longitude,Open Now,Price Level,Website,Local Phone,International Phone,Permanently Closed,Place ID,Viewport,Icon URL
5678,Portland,Oregon,The Venderia at Psychic Sister,"1829 NE Alberta St c, Portland","Museum, Point Of Interest, Establishment",0,0,1,0,0,0,0,0,No rating,No data,CLOSED_TEMPORARILY,45.5738418,-122.6824548,0,No data,No data,No data,No data,1,ChIJQ-DrV9enlVQRNYdAICZIowA,"{'northeast': {'lat': 45.5750613302915, 'lng': -122.6809882697085}, 'southwest': {'lat': 45.5723633697085, 'lng': -122.6836862302915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png
5679,Portland,Oregon,Columbia River Creative Initiatives,"NE Sunderland & Columbia River Corr Cntr, Portland","Museum, Point Of Interest, Establishment",0,0,1,0,0,0,0,0,No rating,No data,CLOSED_TEMPORARILY,45.5897077,-122.6368667,0,No data,No data,No data,No data,1,ChIJs8H9pFWnlVQRlznHLZaDoOw,"{'northeast': {'lat': 45.5909892802915, 'lng': -122.6352190697085}, 'southwest': {'lat': 45.5882913197085, 'lng': -122.6379170302915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png
5680,Portland,Oregon,Milwaukie Museum,"3737 Southeast Adams Street, Portland","Museum, Tourist Attraction, Point Of Interest, Establishment",0,1,1,0,0,0,0,0,4.7,31,OPERATIONAL,45.4433136,-122.6237334,0,No data,No data,No data,No data,0,ChIJDzXhPiN1lVQRXLst4SOUExw,"{'northeast': {'lat': 45.4445334302915, 'lng': -122.6223634197085}, 'southwest': {'lat': 45.4418354697085, 'lng': -122.6250613802915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png
5681,Portland,Oregon,April Waterfall,"11895 Northwest Cornell Road, Portland","Museum, Point Of Interest, Establishment",0,0,1,0,0,0,0,0,5,1,OPERATIONAL,45.5268053,-122.7991302,0,No data,No data,No data,No data,0,ChIJqWg3bx0JlVQRczZsUbNLXG0,"{'northeast': {'lat': 45.5281990302915, 'lng': -122.7977650197085}, 'southwest': {'lat': 45.5255010697085, 'lng': -122.8004629802915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png
5682,Portland,Oregon,Regal Fox Tower,"846 Southwest Park Avenue, Portland","Movie Theater, Point Of Interest, Establishment",0,0,0,0,0,1,0,0,4.2,1102,OPERATIONAL,45.5184662,-122.6809549,1,No data,No data,No data,No data,0,ChIJyXFk1wQKlVQRLCGlbIZ1R_c,"{'northeast': {'lat': 45.5197814802915, 'lng': -122.6797310197085}, 'southwest': {'lat': 45.51708351970851, 'lng': -122.6824289802915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/movies-71.png
5683,Portland,Oregon,Regal Lloyd Center,"1510 Northeast Multnomah Street, Portland","Movie Theater, Point Of Interest, Establishment",0,0,0,0,0,1,0,0,4.1,1901,OPERATIONAL,45.53132,-122.65039,1,No data,No data,No data,No data,0,ChIJdy56VLSglVQRhHxcxLGQwbo,"{'northeast': {'lat': 45.53263738029149, 'lng': -122.6492321197085}, 'southwest': {'lat': 45.5299394197085, 'lng': -122.6519300802915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/movies-71.png
5684,Portland,Oregon,Regal Pioneer Place,"340 Southwest Morrison Street, Portland","Movie Theater, Point Of Interest, Establishment",0,0,0,0,0,1,0,0,4.1,609,OPERATIONAL,45.51802,-122.67643,1,No data,No data,No data,No data,0,ChIJL2_EmwUKlVQRU_ZLLzwhcj0,"{'northeast': {'lat': 45.5195444302915, 'lng': -122.6752559197085}, 'southwest': {'lat': 45.5168464697085, 'lng': -122.6779538802915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/movies-71.png
5685,Portland,Oregon,Laurelhurst Theater,"2735 East Burnside Street, Portland","Movie Theater, Point Of Interest, Establishment",0,0,0,0,0,1,0,0,4.6,1349,OPERATIONAL,45.5232269,-122.6374908,1,No data,No data,No data,No data,0,ChIJRXHWHb-glVQRNeINVBJWreQ,"{'northeast': {'lat': 45.52440498029149, 'lng': -122.6361500697085}, 'southwest': {'lat': 45.5217070197085, 'lng': -122.6388480302915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/movies-71.png
5686,Portland,Oregon,Aladdin Theater,"3017 Southeast Milwaukie Avenue, Portland","Movie Theater, Point Of Interest, Establishment",0,0,0,0,0,1,0,0,4.4,1697,OPERATIONAL,45.5008089,-122.6545459,1,No data,No data,No data,No data,0,ChIJ9-uTUXoKlVQRE0UH9FLzyb0,"{'northeast': {'lat': 45.50221818029149, 'lng': -122.6530503697085}, 'southwest': {'lat': 45.4995202197085, 'lng': -122.6557483302915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png
5687,Portland,Oregon,Cinema 21,"616 Northwest 21st Avenue, Portland","Movie Theater, Point Of Interest, Establishment",0,0,0,0,0,1,0,0,4.7,938,OPERATIONAL,45.5273447,-122.694307,0,No data,No data,No data,No data,0,ChIJWxO2UvcJlVQRZ-jaA4mBmgQ,"{'northeast': {'lat': 45.5287008802915, 'lng': -122.6930326697085}, 'southwest': {'lat': 45.5260029197085, 'lng': -122.6957306302915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/movies-71.png
5688,Portland,Oregon,Avalon Theatre,"3451 Southeast Belmont Street, Portland","Movie Theater, Point Of Interest, Establishment",0,0,0,0,0,1,0,0,4.5,916,OPERATIONAL,45.5166652,-122.6284948,1,No data,No data,No data,No data,0,ChIJCRFMe5OglVQR2heBT-AmpMw,"{'northeast': {'lat': 45.5179072802915, 'lng': -122.6271326697085}, 'southwest': {'lat': 45.5152093197085, 'lng': -122.6298306302915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/movies-71.png
5689,Portland,Oregon,The Academy Theater,"7818 Southeast Stark Street, Portland","Movie Theater, Point Of Interest, Establishment",0,0,0,0,0,1,0,0,4.7,1221,OPERATIONAL,45.5190143,-122.5828152,0,No data,No data,No data,No data,0,ChIJcx53zQahlVQRooN30zSizlE,"{'northeast': {'lat': 45.5204365802915, 'lng': -122.5814650697085}, 'southwest': {'lat': 45.5177386197085, 'lng': -122.5841630302915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/movies-71.png
5690,Portland,Oregon,Living Room Theaters,"341 Southwest 10th Avenue, Portland","Movie Theater, Night Club, Bar, Restaurant, Food, Point Of Interest, Establishment",1,0,0,0,0,1,0,0,4.4,1947,OPERATIONAL,45.5222837,-122.6811793,1,No data,No data,No data,No data,0,ChIJISjIogMKlVQRd5qqUVa0fZQ,"{'northeast': {'lat': 45.52366458029149, 'lng': -122.6797796697085}, 'southwest': {'lat': 45.5209666197085, 'lng': -122.6824776302915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/movies-71.png
5691,Portland,Oregon,McMenamins Kennedy School,"5736 Northeast 33rd Avenue, Portland","Movie Theater, Lodging, Bar, Restaurant, Food, Point Of Interest, Establishment",1,0,0,0,0,1,1,0,4.6,8043,OPERATIONAL,45.564491,-122.630006,1,No data,No data,No data,No data,0,ChIJAWbAQeimlVQR4I2f-SqmBkA,"{'northeast': {'lat': 45.5655373302915, 'lng': -122.6283117697085}, 'southwest': {'lat': 45.5628393697085, 'lng': -122.6310097302915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png
5692,Portland,Oregon,Clinton Street Theater,"2522 Southeast Clinton Street, Portland","Movie Theater, Point Of Interest, Establishment",0,0,0,0,0,1,0,0,4.7,572,OPERATIONAL,45.5032108,-122.6398994,0,No data,No data,No data,No data,0,ChIJcz_M0oOglVQRHf28QP92bK0,"{'northeast': {'lat': 45.50459208029149, 'lng': -122.6384211197085}, 'southwest': {'lat': 45.5018941197085, 'lng': -122.6411190802915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/movies-71.png
5693,Portland,Oregon,Wunderland Milwaukie Cinemas,"11011 Southeast Main Street #7684, Milwaukie","Movie Theater, Point Of Interest, Establishment",0,0,0,0,0,1,0,0,4.3,1117,OPERATIONAL,45.4430881,-122.6414377,1,No data,No data,No data,No data,0,ChIJlSmebNh0lVQRNGyldRtb70o,"{'northeast': {'lat': 45.4444923302915, 'lng': -122.6401638197085}, 'southwest': {'lat': 45.4417943697085, 'lng': -122.6428617802915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/movies-71.png
5694,Portland,Oregon,Empirical Theater,"1945 Southeast Water Avenue Suite 100, Portland","Movie Theater, Point Of Interest, Establishment",0,0,0,0,0,1,0,0,4.6,158,OPERATIONAL,45.5080066,-122.6656419,0,No data,No data,No data,No data,0,ChIJ0RKx6HIKlVQRUn3TMjMUu9w,"{'northeast': {'lat': 45.5097309802915, 'lng': -122.6644281697085}, 'southwest': {'lat': 45.5070330197085, 'lng': -122.6671261302915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/movies-71.png
5695,Portland,Oregon,McMenamins Kennedy School Theater,"Movie Theater, 5736 Northeast 33rd Avenue, Portland","Movie Theater, Point Of Interest, Establishment",0,0,0,0,0,1,0,0,4.6,879,OPERATIONAL,45.5649045,-122.6301523,0,2,No data,No data,No data,0,ChIJAWbAQeimlVQRP_oUzhJnBbA,"{'northeast': {'lat': 45.5660304802915, 'lng': -122.6290515197085}, 'southwest': {'lat': 45.5633325197085, 'lng': -122.6317494802915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/movies-71.png
5696,Portland,Oregon,5th Avenue Cinema,"510 Southwest Hall Street, Portland","Movie Theater, Point Of Interest, Establishment",0,0,0,0,0,1,0,0,4.5,67,OPERATIONAL,45.5100825,-122.6826914,0,No data,No data,No data,No data,0,ChIJ-6tSoBYKlVQRx0mAN4u-6Jc,"{'northeast': {'lat': 45.51151643029149, 'lng': -122.6813429697085}, 'southwest': {'lat': 45.50881846970849, 'lng': -122.6840409302915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/movies-71.png
5697,Portland,Oregon,Portlander Inn,"10350 North Vancouver Way, Portland","Movie Theater, Lodging, Store, Restaurant, Food, Point Of Interest, Establishment",1,0,0,0,0,1,1,0,3.9,803,OPERATIONAL,45.5976264,-122.6699395,1,No data,No data,No data,No data,0,ChIJ07CdmTmmlVQRMqvqwazn5RM,"{'northeast': {'lat': 45.5989553302915, 'lng': -122.6687118197085}, 'southwest': {'lat': 45.5962573697085, 'lng': -122.6714097802915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png
5698,Portland,Oregon,Cinemagic,"2021 Southeast Hawthorne Boulevard, Portland","Movie Theater, Point Of Interest, Establishment",0,0,0,0,0,1,0,0,4.6,469,OPERATIONAL,45.5123192,-122.6450545,0,No data,No data,No data,No data,0,ChIJt3ZeQ5mglVQR1tN6Qpvg2CM,"{'northeast': {'lat': 45.5135627302915, 'lng': -122.6437450197085}, 'southwest': {'lat': 45.5108647697085, 'lng': -122.6464429802915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/movies-71.png
5699,Portland,Oregon,McMenamins St. Johns Theater & Pub,"8203 North Ivanhoe Street, Portland","Movie Theater, Bar, Restaurant, Point Of Interest, Food, Establishment",1,0,0,0,0,1,0,0,4.5,1541,OPERATIONAL,45.5886581,-122.7515128,1,2,No data,No data,No data,0,ChIJqTw_bQColVQR6Exk1WxXMd8,"{'northeast': {'lat': 45.5900426302915, 'lng': -122.7500367697085}, 'southwest': {'lat': 45.5873446697085, 'lng': -122.7527347302915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bar-71.png
5700,Portland,Oregon,Electric Castle's Wunderland,"Avalon Theatre, 3451 Southeast Belmont Street, Portland","Movie Theater, Point Of Interest, Establishment",0,0,0,0,0,1,0,0,4.5,985,OPERATIONAL,45.5165642,-122.62835,1,No data,No data,No data,No data,0,ChIJgcScZJOglVQRNQeEUZdklvo,"{'northeast': {'lat': 45.5178567802915, 'lng': -122.6270604197085}, 'southwest': {'lat': 45.5151588197085, 'lng': -122.6297583802915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png
5701,Portland,Oregon,Cascade Festival Of African Films (PCC Cascade TH 118 ),"705 North Killingsworth Street, Portland","Movie Theater, Point Of Interest, Establishment",0,0,0,0,0,1,0,0,4.8,6,OPERATIONAL,45.5637926,-122.6742856,0,No data,No data,No data,No data,0,ChIJWzi1lA6nlVQRtsncmFyb_is,"{'northeast': {'lat': 45.56531733029149, 'lng': -122.6729010197085}, 'southwest': {'lat': 45.56261936970849, 'lng': -122.6755989802915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/movies-71.png
5702,Portland,Oregon,Cinemark Century Eastport Plaza 16,"4040 Southeast 82nd Avenue, Portland","Movie Theater, Meal Takeaway, Restaurant, Point Of Interest, Food, Establishment",1,0,0,0,0,1,0,0,4.5,2330,OPERATIONAL,45.4932325,-122.5744166,0,No data,No data,No data,No data,0,ChIJ30c47DmglVQR80U014j1hRQ,"{'northeast': {'lat': 45.49457563029149, 'lng': -122.5733022697085}, 'southwest': {'lat': 45.49187766970849, 'lng': -122.5760002302915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/movies-71.png
5703,Portland,Oregon,Jubitz Cinema,"10350 North Vancouver Way, Portland","Movie Theater, Restaurant, Point Of Interest, Food, Establishment",1,0,0,0,0,1,0,0,4.3,134,OPERATIONAL,45.597489,-122.6696679,1,No data,No data,No data,No data,0,ChIJPW1rdjmmlVQRsy9tjP6Sv2E,"{'northeast': {'lat': 45.5988597802915, 'lng': -122.6685271697085}, 'southwest': {'lat': 45.5961618197085, 'lng': -122.6712251302915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/movies-71.png
5704,Portland,Oregon,The Judy Kafoury Center for Youth Arts (The Judy),"1000 Southwest Broadway T-100, Portland","Movie Theater, Point Of Interest, Establishment",0,0,0,0,0,1,0,0,4.9,81,OPERATIONAL,45.5168926,-122.6804327,0,No data,No data,No data,No data,0,ChIJu29OMkmnlVQRj8ptDtaCWwM,"{'northeast': {'lat': 45.5181175802915, 'lng': -122.6793201197085}, 'southwest': {'lat': 45.5154196197085, 'lng': -122.6820180802915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png
5705,Portland,Oregon,PAM CUT // Center for an Untold Tomorrow,"934 Southwest Salmon Street, Portland","Movie Theater, Point Of Interest, Establishment",0,0,0,0,0,1,0,0,4.7,30,OPERATIONAL,45.5177463,-122.6830544,0,No data,No data,No data,No data,0,ChIJp75SihoKlVQRduDz4-B_pKo,"{'northeast': {'lat': 45.51919573029149, 'lng': -122.6816584197085}, 'southwest': {'lat': 45.5164977697085, 'lng': -122.6843563802915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/movies-71.png
5706,Portland,Oregon,Retro Hero,"Smith Memorial Student Union, 1825 Southwest Broadway, Portland","Movie Theater, Point Of Interest, Establishment",0,0,0,0,0,1,0,0,No rating,No data,CLOSED_TEMPORARILY,45.5117199,-122.6839495,0,No data,No data,No data,No data,1,ChIJocUI2xYKlVQRNTUFbXh6o9M,"{'northeast': {'lat': 45.5130470302915, 'lng': -122.6825038697085}, 'southwest': {'lat': 45.5103490697085, 'lng': -122.6852018302915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/movies-71.png
5707,Portland,Oregon,Tomorrow Theater,"3530 Southeast Division Street, Portland","Movie Theater, Point Of Interest, Establishment",0,0,0,0,0,1,0,0,4.6,18,OPERATIONAL,45.5046278,-122.6277533,0,No data,No data,No data,No data,0,ChIJcU7X-kihlVQRPgrScnffH2o,"{'northeast': {'lat': 45.5060603802915, 'lng': -122.6264040197085}, 'southwest': {'lat': 45.5033624197085, 'lng': -122.6291019802915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/movies-71.png
5708,Portland,Oregon,Studio One Theaters,"3945 Southeast Powell Boulevard, Portland","Movie Theater, Point Of Interest, Establishment",0,0,0,0,0,1,0,0,4.4,1393,OPERATIONAL,45.4982003,-122.6215833,1,No data,No data,No data,No data,0,ChIJFfJ2BYuhlVQRTfdw26RyRXc,"{'northeast': {'lat': 45.4995367302915, 'lng': -122.6203709697085}, 'southwest': {'lat': 45.4968387697085, 'lng': -122.6230689302915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/movies-71.png
5709,Portland,Oregon,Moreland Theater,"6712 Southeast Milwaukie Avenue, Portland","Movie Theater, Point Of Interest, Establishment",0,0,0,0,0,1,0,0,4.6,384,OPERATIONAL,45.4741968,-122.6485083,0,No data,No data,No data,No data,0,ChIJFZpleuoKlVQRv1nQg0Y92ho,"{'northeast': {'lat': 45.47551868029149, 'lng': -122.6472982697085}, 'southwest': {'lat': 45.47282071970849, 'lng': -122.6499962302915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/movies-71.png
5710,Portland,Oregon,Wildlife live amphitheater,"Kalahari Banquet Room, 4001 Southwest Canyon Road, Portland","Zoo, Point Of Interest, Establishment",0,1,0,0,0,0,0,0,5,2,OPERATIONAL,45.5085079,-122.7127693,0,No data,No data,No data,No data,0,ChIJJ447GOwLlVQRhThADhNeKnU,"{'northeast': {'lat': 45.5098525302915, 'lng': -122.7113512697085}, 'southwest': {'lat': 45.5071545697085, 'lng': -122.7140492302915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png
5711,Portland,Oregon,Petting zoo,"4001 Southwest Canyon Road, Portland","Zoo, Point Of Interest, Establishment",0,1,0,0,0,0,0,0,5,1,OPERATIONAL,45.5101916,-122.7142456,0,No data,No data,No data,No data,0,ChIJAbCdcbMLlVQR3JgHDLyETaA,"{'northeast': {'lat': 45.51154058029149, 'lng': -122.7128966197085}, 'southwest': {'lat': 45.5088426197085, 'lng': -122.7155945802915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png
5712,Portland,Oregon,Cougar Exhibit,"4001 Southwest Canyon Road, Portland","Zoo, Point Of Interest, Establishment",0,1,0,0,0,0,0,0,5,1,OPERATIONAL,45.510432,-122.7145882,0,No data,No data,No data,No data,0,ChIJe4P8_v8LlVQRBXjTXj0Q-VM,"{'northeast': {'lat': 45.5117809802915, 'lng': -122.7132392197085}, 'southwest': {'lat': 45.5090830197085, 'lng': -122.7159371802915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png
5713,Portland,Oregon,Southern ground hornbill,"4001 Southwest Canyon Road, Portland","Zoo, Point Of Interest, Establishment",0,1,0,0,0,0,0,0,No rating,No data,CLOSED_TEMPORARILY,45.508127,-122.7143153,0,No data,No data,No data,No data,1,ChIJ8X-GBjQLlVQRqUCF6k4gAEU,"{'northeast': {'lat': 45.5094263302915, 'lng': -122.7128723697085}, 'southwest': {'lat': 45.5067283697085, 'lng': -122.7155703302915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png
5714,Portland,Oregon,Great Northwest,Portland,"Zoo, Point Of Interest, Establishment",0,1,0,0,0,0,0,0,4.2,6,OPERATIONAL,45.5103762,-122.7158292,0,No data,No data,No data,No data,0,ChIJyVfKdkQLlVQRY3ZK56XRSuM,"{'northeast': {'lat': 45.51173148029149, 'lng': -122.7145776197085}, 'southwest': {'lat': 45.5090335197085, 'lng': -122.7172755802915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png
5715,Portland,Oregon,Nature Exploration Station,"4027 Southwest Canyon Road, Portland","Zoo, Point Of Interest, Establishment",0,1,0,0,0,0,0,0,4.7,7,OPERATIONAL,45.5089069,-122.7160376,1,No data,No data,No data,No data,0,ChIJ90k0GiwKlVQRKqC-HfhStRc,"{'northeast': {'lat': 45.5102207802915, 'lng': -122.7148165197085}, 'southwest': {'lat': 45.5075228197085, 'lng': -122.7175144802915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png
5716,Portland,Oregon,Chicken Window,"2825 Northeast 7th Avenue, Portland","Zoo, Food, Point Of Interest, Establishment",0,1,0,0,0,0,0,0,4.7,14,OPERATIONAL,45.5432634,-122.6587687,0,No data,No data,No data,No data,0,ChIJaUUosoCnlVQR7srOElvDNIE,"{'northeast': {'lat': 45.5446125302915, 'lng': -122.6573317197085}, 'southwest': {'lat': 45.5419145697085, 'lng': -122.6600296802915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png
5717,Portland,Oregon,Lloyd Center,"2201 Lloyd Center, Portland","Shopping Mall, Point Of Interest, Establishment",0,0,0,0,1,0,0,0,3.8,10397,OPERATIONAL,45.5325611,-122.6535861,1,No data,No data,No data,No data,0,ChIJO7KMM7SglVQR5L28fFq9RN8,"{'northeast': {'lat': 45.53341838029149, 'lng': -122.6516678697085}, 'southwest': {'lat': 45.53072041970849, 'lng': -122.6543658302915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png
5718,Portland,Oregon,Pioneer Place,"700 Southwest 5th Avenue, Portland","Shopping Mall, Point Of Interest, Establishment",0,0,0,0,1,0,0,0,4.1,5378,OPERATIONAL,45.5183547,-122.6773,1,No data,No data,No data,No data,0,ChIJH4wFbwUKlVQRYoMsKIt6lTg,"{'northeast': {'lat': 45.5194889302915, 'lng': -122.67438135}, 'southwest': {'lat': 45.5167909697085, 'lng': -122.67902715}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png
5719,Portland,Oregon,Hillsdale Shopping Center,"6309 Southwest Capitol Highway, Portland","Shopping Mall, Point Of Interest, Establishment",0,0,0,0,1,0,0,0,4.3,557,OPERATIONAL,45.4791144,-122.6947685,1,No data,No data,No data,No data,0,ChIJw2maNQcLlVQRJmTRFwdx_T8,"{'northeast': {'lat': 45.4804349302915, 'lng': -122.6934756197085}, 'southwest': {'lat': 45.4777369697085, 'lng': -122.6961735802915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png
5720,Portland,Oregon,Eastport Plaza Shopping Center,"4000 Southeast 82nd Avenue, Portland","Shopping Mall, Point Of Interest, Establishment",0,0,0,0,1,0,0,0,4,6547,OPERATIONAL,45.4921053,-122.5764522,1,No data,No data,No data,No data,0,ChIJBbByATeglVQRNtdR6zTP8yI,"{'northeast': {'lat': 45.4934636802915, 'lng': -122.5751032197085}, 'southwest': {'lat': 45.4907657197085, 'lng': -122.5778011802915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png
5721,Portland,Oregon,Milwaukie Marketplace,"10840 Southeast Oak Street, Milwaukie","Shopping Mall, Point Of Interest, Establishment",0,0,0,0,1,0,0,0,4,1921,OPERATIONAL,45.4431899,-122.6268065,1,No data,No data,No data,No data,0,ChIJ2c40hyN1lVQR_gYK9V5jgZU,"{'northeast': {'lat': 45.4448025302915, 'lng': -122.6258085697085}, 'southwest': {'lat': 45.4421045697085, 'lng': -122.6285065302915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png
5722,Portland,Oregon,Beaverton Town Square,"11665 Southwest Beaverton Hillsdale Highway, Beaverton","Shopping Mall, Point Of Interest, Establishment",0,0,0,0,1,0,0,0,4.2,4142,OPERATIONAL,45.4879214,-122.797616,1,No data,No data,No data,No data,0,ChIJ79uCgB4MlVQRgM5tgCYsEe8,"{'northeast': {'lat': 45.4890111802915, 'lng': -122.7964006197085}, 'southwest': {'lat': 45.4863132197085, 'lng': -122.7990985802915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png
5723,Portland,Oregon,Crown Plaza,"1500 Southwest 1st Avenue, Portland","Shopping Mall, Point Of Interest, Establishment",0,0,0,0,1,0,0,0,4,46,OPERATIONAL,45.5119547,-122.6766335,1,No data,No data,No data,No data,0,ChIJW7X2HxIKlVQRgDBu_T7bIxs,"{'northeast': {'lat': 45.5134234302915, 'lng': -122.6752515697085}, 'southwest': {'lat': 45.5107254697085, 'lng': -122.6779495302915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png
5724,Portland,Oregon,Portland Hop On,"751 Southwest 6th Avenue, Portland","Shopping Mall, Point Of Interest, Establishment",0,0,0,0,1,0,0,0,4,4,OPERATIONAL,45.51885,-122.678892,1,No data,No data,No data,No data,0,ChIJMT5yAwUKlVQRSWqzJPXweF4,"{'northeast': {'lat': 45.5201832802915, 'lng': -122.6774827697085}, 'southwest': {'lat': 45.5174853197085, 'lng': -122.6801807302915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png
5725,Portland,Oregon,Jimmy's Tire & Annex,"1100 Southeast Division Street, Portland","Shopping Mall, Point Of Interest, Establishment",0,0,0,0,1,0,0,0,5,2,OPERATIONAL,45.5046408,-122.6544378,1,No data,No data,No data,No data,0,ChIJP7vjNXcKlVQRzb6g9p0QJBM,"{'northeast': {'lat': 45.50596668029149, 'lng': -122.6532423697085}, 'southwest': {'lat': 45.5032687197085, 'lng': -122.6559403302915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png
5726,Portland,Oregon,Marion Peak Plaza,"8722 Southeast 17th Avenue, Portland","Shopping Mall, Point Of Interest, Establishment",0,0,0,0,1,0,0,0,3.8,24,OPERATIONAL,45.4597774,-122.6468384,1,No data,No data,No data,No data,0,ChIJp7EMotEKlVQRwWg_0alQH-w,"{'northeast': {'lat': 45.4610860302915, 'lng': -122.6455946197085}, 'southwest': {'lat': 45.4583880697085, 'lng': -122.6482925802915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png
5727,Portland,Oregon,Cedar Hills Shopping Center,"10180 Southwest Park Way, Portland","Shopping Mall, Point Of Interest, Establishment",0,0,0,0,1,0,0,0,4.1,780,OPERATIONAL,45.5074203,-122.782275,1,No data,No data,No data,No data,0,ChIJD0OG1U4JlVQRGK8eBeAPGoA,"{'northeast': {'lat': 45.5088431802915, 'lng': -122.7808099197085}, 'southwest': {'lat': 45.5061452197085, 'lng': -122.7835078802915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png
5728,Portland,Oregon,Canyon Place Shopping Center,"3805 Southwest 117th Avenue, Beaverton","Shopping Mall, Point Of Interest, Establishment",0,0,0,0,1,0,0,0,4.1,1122,OPERATIONAL,45.4917929,-122.7987306,1,No data,No data,No data,No data,0,ChIJrb5yIKcOlVQR-eWcbkARDIg,"{'northeast': {'lat': 45.4931448802915, 'lng': -122.7973967197085}, 'southwest': {'lat': 45.4904469197085, 'lng': -122.8000946802915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png
5729,Portland,Oregon,Delta Park Center,"1120 North Hayden Meadows Drive, Portland","Shopping Mall, Real Estate Agency, Home Goods Store, Store, General Contractor, Point Of Interest, Establishment",0,0,0,0,1,0,0,0,3.8,31,OPERATIONAL,45.5952639,-122.6769231,1,No data,No data,No data,No data,0,ChIJwUo1ezCmlVQRYfbg4CjHmng,"{'northeast': {'lat': 45.5966470802915, 'lng': -122.6758218197085}, 'southwest': {'lat': 45.5939491197085, 'lng': -122.6785197802915}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png
